"","iso2c","country","year","fertility.rate","life.expectancy","population","GDP.per.capita.Current.USD","15.to.25.yr.female.literacy","iso3c","region","capital","longitude","latitude","income","lending"
"4564","HR","Croatia",1965,2.177,67.7277073170732,4287000,NA,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4565","HR","Croatia",1966,2.141,67.9763170731707,4313000,NA,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4566","HR","Croatia",1967,2.104,68.21,4339000,NA,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4567","HR","Croatia",1968,2.068,68.4373658536585,4364000,NA,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4568","HR","Croatia",1969,2.035,68.6644634146342,4387000,NA,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4569","HR","Croatia",1970,2.007,68.8978536585366,4411000,NA,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4570","HR","Croatia",1971,1.987,69.1415853658537,4435000,NA,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4571","HR","Croatia",1972,1.975,69.3906341463415,4457000,NA,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4572","HR","Croatia",1973,1.972,69.6368780487805,4478000,NA,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4573","HR","Croatia",1974,1.976,69.8752195121951,4497000,NA,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4574","HR","Croatia",1975,1.985,70.0019512195122,4514000,NA,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4575","HR","Croatia",1976,1.996,70.4553658536585,4530000,NA,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4576","HR","Croatia",1977,2.005,70.7443902439024,4532000,NA,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4577","HR","Croatia",1978,2.01,70.5387804878049,4556000,NA,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4578","HR","Croatia",1979,2.01,70.4273170731707,4571000,NA,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4579","HR","Croatia",1980,2.004,70.1753658536586,4588000,NA,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4580","HR","Croatia",1981,1.993,70.3443902439025,4608000,NA,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4581","HR","Croatia",1982,1.9,70.4826829268293,4635000,NA,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4582","HR","Croatia",1983,1.88,70.2748780487805,4659000,NA,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4583","HR","Croatia",1984,1.87,70.2185365853659,4680000,NA,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4584","HR","Croatia",1985,1.82,70.8860975609756,4701000,NA,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4585","HR","Croatia",1986,1.76,71.4190243902439,4722000,NA,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4586","HR","Croatia",1987,1.64,71.470243902439,4740000,NA,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4587","HR","Croatia",1988,1.79,71.4882926829268,4757000,NA,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4588","HR","Croatia",1989,1.63,71.8446341463415,4767000,NA,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4589","HR","Croatia",1990,1.63,72.1704878048781,4780000,5184.5529653653,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4590","HR","Croatia",1991,1.53,72.1853658536586,4510000,4025.8228670185,99.60440392,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4591","HR","Croatia",1992,1.48,71.2414634146342,4470000,2299.65988388642,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4592","HR","Croatia",1993,1.52,71.5224390243903,4640000,2349.25008360245,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4593","HR","Croatia",1994,1.47,71.8034146341464,4650000,3135.13698114425,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4594","HR","Croatia",1995,1.58,72.0843902439024,4669000,4721.69787947111,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4595","HR","Croatia",1996,1.67,72.3653658536585,4494000,5193.90428131599,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4596","HR","Croatia",1997,1.69,72.4951219512195,4572000,5140.34912941522,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4597","HR","Croatia",1998,1.45,72.3170731707317,4501000,5577.9605900285,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4598","HR","Croatia",1999,1.38,72.6419512195122,4554000,5067.55847466905,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4599","HR","Croatia",2000,1.39,72.8078048780488,4426000,4861.6775099466,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4600","HR","Croatia",2001,1.38,74.5129268292683,4440000,5191.90198481164,99.65320892,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4601","HR","Croatia",2002,1.34,74.7173170731707,4440000,5974.07576536863,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4602","HR","Croatia",2003,1.33,74.6139024390244,4440000,7689.95699595569,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4603","HR","Croatia",2004,1.35,75.520243902439,4439000,9237.11622340586,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4604","HR","Croatia",2005,1.41,75.2446341463415,4442000,10090.3666886392,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4605","HR","Croatia",2006,1.38,75.8368292682927,4440000,11228.6213751084,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4606","HR","Croatia",2007,1.4,75.7056097560976,4436000,13376.009230886,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4607","HR","Croatia",2008,1.47,75.9121951219512,4434000,15695.8214545413,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4608","HR","Croatia",2009,1.5,76.1682926829268,4429000,14053.782467144,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4609","HR","Croatia",2010,1.46,76.4756097560976,4417800,13326.5062780079,99.66962,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4610","HR","Croatia",2011,1.46,76.8756097560976,4280600,14434.70172029,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4611","HR","Croatia",2012,NA,NA,4267000,13227.468357879,NA,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD"
"4612","HT","Haiti",1960,6.324,42.0826829268293,3869288,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4613","HT","Haiti",1961,6.318,42.6555609756098,3946666,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4614","HT","Haiti",1962,6.302,43.2229512195122,4026076,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4615","HT","Haiti",1963,6.274,43.7843414634146,4107392,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4616","HT","Haiti",1964,6.233,44.3347804878049,4190472,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4617","HT","Haiti",1965,6.179,44.867756097561,4275135,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4618","HT","Haiti",1966,6.109,45.3738536585366,4361648,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4619","HT","Haiti",1967,6.026,45.8480487804878,4449858,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4620","HT","Haiti",1968,5.937,46.2898536585366,4538688,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4621","HT","Haiti",1969,5.847,46.6991951219512,4626727,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4622","HT","Haiti",1970,5.762,47.0819756097561,4713134,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4623","HT","Haiti",1971,5.693,47.4440731707317,4797534,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4624","HT","Haiti",1972,5.643,47.7953902439024,4880740,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4625","HT","Haiti",1973,5.616,48.1459268292683,4964593,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4626","HT","Haiti",1974,5.615,48.5021951219512,5051633,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4627","HT","Haiti",1975,5.642,48.8693414634146,5143815,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4628","HT","Haiti",1976,5.699,49.252,5241510,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4629","HT","Haiti",1977,5.779,49.6458292682927,5344538,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4630","HT","Haiti",1978,5.872,50.0499756097561,5453582,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4631","HT","Haiti",1979,5.97,50.4619512195122,5569289,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4632","HT","Haiti",1980,6.058,50.8797317073171,5691941,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4633","HT","Haiti",1981,6.122,51.2982682926829,5821974,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4634","HT","Haiti",1982,6.154,51.7144146341464,5958870,NA,51.0530161,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4635","HT","Haiti",1983,6.149,52.1255609756098,6100718,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4636","HT","Haiti",1984,6.106,52.5321707317073,6244898,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4637","HT","Haiti",1985,6.028,52.9377073170732,6389424,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4638","HT","Haiti",1986,5.921,53.3497317073171,6533556,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4639","HT","Haiti",1987,5.799,53.770756097561,6677487,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4640","HT","Haiti",1988,5.673,54.2033170731707,6821300,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4641","HT","Haiti",1989,5.549,54.6443902439024,6965413,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4642","HT","Haiti",1990,5.43,55.0904146341463,7110116,NA,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4643","HT","Haiti",1991,5.318,55.5348048780488,7255042,479.162805860776,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4644","HT","Haiti",1992,5.21,55.9715365853659,7399862,285.330432605808,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4645","HT","Haiti",1993,5.103,56.3900731707317,7544982,239.402239401706,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4646","HT","Haiti",1994,4.997,56.7854146341463,7691001,276.288290175481,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4647","HT","Haiti",1995,4.889,57.1460731707317,7838241,343.890897248411,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4648","HT","Haiti",1996,4.779,57.4610731707317,7986858,371.969202740693,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4649","HT","Haiti",1997,4.665,57.7314878048781,8136372,398.539709248092,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4650","HT","Haiti",1998,4.547,57.9648780487805,8285690,453.492754523404,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4651","HT","Haiti",1999,4.426,58.1718536585366,8433339,484.82613110396,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4652","HT","Haiti",2000,4.303,58.3720731707317,8578234,427.186276985324,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4653","HT","Haiti",2001,4.182,58.5897073170732,8720247,402.280112654627,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4654","HT","Haiti",2002,4.065,58.8432926829268,8859635,362.84028389798,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4655","HT","Haiti",2003,3.955,59.1417804878049,8996229,314.185095995385,80.6894533,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4656","HT","Haiti",2004,3.851,59.4880731707317,9129933,400.932173947725,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4657","HT","Haiti",2005,3.755,59.8734390243903,9260879,448.584830056846,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4658","HT","Haiti",2006,3.665,60.2810731707317,9388642,519.749143268629,70.48077773,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4659","HT","Haiti",2007,3.58,60.6877317073171,9513714,627.650183462249,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4660","HT","Haiti",2008,3.497,61.0747804878049,9638255,664.820269276462,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4661","HT","Haiti",2009,3.418,61.4346829268293,9765153,662.586058823892,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4662","HT","Haiti",2010,3.34,61.763,9896400,670.403292445851,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4663","HT","Haiti",2011,3.264,62.0619024390244,10032864,732.209337497686,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4664","HT","Haiti",2012,NA,NA,10173775,770.951240630501,NA,"HTI","Latin America & Caribbean (all income levels)","Port-au-Prince","-72.3288","18.5392","Low income","IDA"
"4665","HU","Hungary",1960,2.019,68.0031707317073,9983967,NA,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4666","HU","Hungary",1961,1.941,68.9360975609756,10029321,NA,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4667","HU","Hungary",1962,1.79,67.8658536585366,10061734,NA,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4668","HU","Hungary",1963,1.81,68.8741463414634,10087947,NA,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4669","HU","Hungary",1964,1.82,69.3809756097561,10119835,NA,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4670","HU","Hungary",1965,1.82,69.0712195121951,10147935,NA,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4671","HU","Hungary",1966,1.89,69.8224390243902,10178653,NA,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4672","HU","Hungary",1967,2.01,69.4070731707317,10216604,NA,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4673","HU","Hungary",1968,2.06,69.230243902439,10255815,456.781517945348,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4674","HU","Hungary",1969,2.029,69.3146341463415,10298723,505.483407162875,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4675","HU","Hungary",1970,1.97,69.1646341463415,10337910,536.130288101431,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4676","HU","Hungary",1971,1.915,69.0524390243903,10367537,581.820469566789,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4677","HU","Hungary",1972,1.931,69.6646341463415,10398489,680.379482709002,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4678","HU","Hungary",1973,1.93,69.5180487804878,10432055,839.847334292284,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4679","HU","Hungary",1974,2.27,69.2480487804878,10478720,916.444544314675,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4680","HU","Hungary",1975,2.35,69.29,10540525,1038.78080335555,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4681","HU","Hungary",1976,2.23,69.5731707317073,10598677,1197.28577627971,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4682","HU","Hungary",1977,2.15,69.8480487804878,10648031,1331.12513859622,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4683","HU","Hungary",1978,2.07,69.3939024390244,10684822,1551.14277447995,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4684","HU","Hungary",1979,2.01,69.6153658536585,10704152,1787.75458832836,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4685","HU","Hungary",1980,1.91,69.0617073170732,10711122,2069.19553571925,99.31812361,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4686","HU","Hungary",1981,1.877,69.1392682926829,10711848,2121.7645934116,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4687","HU","Hungary",1982,1.92,69.3578048780488,10705535,2162.04498978801,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4688","HU","Hungary",1983,1.73,68.9736585365854,10689463,1965.1642127942,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4689","HU","Hungary",1984,1.73,69.0258536585366,10668095,1909.1006586001,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4690","HU","Hungary",1985,1.83,68.9721951219512,10648713,1936.69604103826,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4691","HU","Hungary",1986,1.83,69.1734146341463,10630564,2234.69500697712,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4692","HU","Hungary",1987,1.81,69.6512195121951,10612741,2460.12957646873,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4693","HU","Hungary",1988,1.79,70.0234146341463,10596487,2696.23508533963,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4694","HU","Hungary",1989,1.78,69.4617073170732,10481719,2782.71165064961,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4695","HU","Hungary",1990,1.84,69.3156097560976,10373988,3186.44428733309,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4696","HU","Hungary",1991,1.86,69.3770731707317,10373400,3287.88874766081,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4697","HU","Hungary",1992,1.77,69.1170731707317,10369341,3665.57024273219,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4698","HU","Hungary",1993,1.69,69.1012195121951,10357523,3801.86959720642,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4699","HU","Hungary",1994,1.64,69.469756097561,10343355,4095.68135686054,99.1829,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4700","HU","Hungary",1995,1.57,69.7917073170732,10328965,4411.03375128194,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4701","HU","Hungary",1996,1.46,70.3287804878049,10311238,4454.43037913436,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4702","HU","Hungary",1997,1.38,70.7024390243902,10290486,4521.96399913622,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4703","HU","Hungary",1998,1.32,70.5578048780488,10266570,4670.65483932978,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4704","HU","Hungary",1999,1.28,70.6770731707317,10237530,4713.54045944588,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4705","HU","Hungary",2000,1.32,71.2463414634146,10210971,4542.72072008003,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4706","HU","Hungary",2001,1.31,72.2487804878049,10187576,5175.02562762446,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4707","HU","Hungary",2002,1.3,72.3487804878049,10158608,6535.29393636796,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4708","HU","Hungary",2003,1.27,72.3,10129552,8246.99582574734,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4709","HU","Hungary",2004,1.28,72.6487804878049,10107146,10084.5218424693,99.09581,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4710","HU","Hungary",2005,1.31,72.6487804878049,10087065,10936.9486141815,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4711","HU","Hungary",2006,1.34,73.0975609756098,10071370,11173.5695060735,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4712","HU","Hungary",2007,1.32,73.1512195121951,10055780,13534.7054993952,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4713","HU","Hungary",2008,1.35,73.7024390243903,10038188,15364.6795469728,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4714","HU","Hungary",2009,1.32,73.9048780487805,10022650,12634.551144935,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4715","HU","Hungary",2010,1.25,74.2073170731707,10000023,12863.133827315,99.04114,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4716","HU","Hungary",2011,1.23,74.8585365853659,9971727,13909.0160981884,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
"4717","HU","Hungary",2012,NA,NA,9943755,12621.7435375748,NA,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified"
